algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count
pak,kripke,4,0,1,2048,64,28.59191,16
pak,kripke,5,0,2,2048,64,28.89893,16
pak,kripke,3,0,0,2048,80,25.88987,16
pak,kripke,2,1,0,2048,80,25.64885,16
pak,kripke,1,2,0,2048,80,25.80383,16
pak,kripke,4,0,1,2048,115,27.14816,20
pak,kripke,5,0,2,2048,115,26.92815,20
pak,kripke,3,0,0,2048,64,37.62854,24
pak,kripke,2,1,0,2048,64,38.24387,24
pak,kripke,1,2,0,2048,64,38.01378,24
pak,kripke,4,0,1,2048,80,28.44716,20
pak,kripke,5,0,2,2048,80,28.28817,20
pak,kripke,3,0,0,2048,115,27.17616,20
pak,kripke,2,1,0,2048,115,27.40132,20
pak,kripke,1,2,0,2048,115,27.27513,20
pak,kripke,4,0,1,2048,64,38.50652,24
pak,kripke,5,0,2,2048,64,37.7084,24
pak,kripke,3,0,0,2048,80,31.42708,24
pak,kripke,2,1,0,2048,80,31.15812,24
pak,kripke,1,2,0,2048,80,31.31009,24
pak,kripke,4,0,1,2048,115,25.7139,16
pak,kripke,2,1,0,2048,115,25.27973,16
pak,kripke,5,0,2,2048,115,25.47392,16
pak,kripke,3,0,0,2048,64,32.62024,20
pak,kripke,2,1,0,2048,64,32.68923,20
pak,kripke,1,2,0,2048,64,33.65023,20
pak,kripke,4,0,1,2048,80,26.17031,16
pak,kripke,5,0,2,2048,80,25.79071,16
pak,kripke,3,0,0,2048,115,25.47256,16
pak,kripke,1,2,0,2048,115,25.74969,16
pak,kripke,4,0,1,2048,64,33.02238,20
pak,kripke,5,0,2,2048,64,32.66125,20
pak,kripke,3,0,0,2048,80,28.76717,20
pak,kripke,2,1,0,2048,80,28.20415,20
pak,kripke,1,2,0,2048,80,28.27011,20
spr,kripke,1,2,0,2048,64,28.90623,16
rand,kripke,1,2,0,2048,64,29.25877,16
spr,kripke,2,1,0,2048,64,28.95977,16
rand,kripke,2,1,0,2048,64,28.59708,16
spr,kripke,3,0,0,2048,64,28.8453,16
rand,kripke,3,0,0,2048,64,28.49891,16
spr,kripke,4,0,1,2048,64,28.90688,16
rand,kripke,4,0,1,2048,64,28.3001,16
spr,kripke,5,0,2,2048,64,29.23202,16
rand,kripke,5,0,2,2048,64,28.75661,16
spr,kripke,1,2,0,2048,80,25.76189,16
rand,kripke,1,2,0,2048,80,25.92639,16
spr,kripke,2,1,0,2048,80,25.50445,16
rand,kripke,2,1,0,2048,80,25.53827,16
spr,kripke,3,0,0,2048,80,25.47098,16
rand,kripke,3,0,0,2048,80,25.59662,16
spr,kripke,4,0,1,2048,80,25.67158,16
rand,kripke,4,0,1,2048,80,25.85696,16
spr,kripke,5,0,2,2048,80,25.99236,16
rand,kripke,5,0,2,2048,80,25.79111,16
spr,kripke,1,2,0,2048,115,25.47697,16
rand,kripke,1,2,0,2048,115,25.73267,16
spr,kripke,2,1,0,2048,115,25.60694,16
rand,kripke,2,1,0,2048,115,25.48214,16
spr,kripke,3,0,0,2048,115,25.39313,16
rand,kripke,3,0,0,2048,115,25.42827,16
spr,kripke,4,0,1,2048,115,25.7022,16
rand,kripke,4,0,1,2048,115,25.50691,16
spr,kripke,5,0,2,2048,115,25.61756,16
rand,kripke,5,0,2,2048,115,25.80283,16
spr,kripke,1,2,0,2048,64,32.49566,20
rand,kripke,1,2,0,2048,64,32.69542,20
spr,kripke,2,1,0,2048,64,32.51677,20
rand,kripke,2,1,0,2048,64,33.29369,20
spr,kripke,3,0,0,2048,64,32.05916,20
rand,kripke,3,0,0,2048,64,32.67974,20
spr,kripke,4,0,1,2048,64,32.15667,20
rand,kripke,4,0,1,2048,64,32.47591,20
spr,kripke,5,0,2,2048,64,32.24371,20
rand,kripke,5,0,2,2048,64,32.92331,20
spr,kripke,1,2,0,2048,80,28.21131,20
rand,kripke,1,2,0,2048,80,28.65696,20
spr,kripke,2,1,0,2048,80,28.1223,20
rand,kripke,2,1,0,2048,80,27.85945,20
spr,kripke,3,0,0,2048,80,28.05795,20
rand,kripke,3,0,0,2048,80,28.12264,20
spr,kripke,4,0,1,2048,80,27.90657,20
rand,kripke,4,0,1,2048,80,28.71798,20
spr,kripke,5,0,2,2048,80,28.12615,20
rand,kripke,5,0,2,2048,80,28.14685,20
spr,kripke,1,2,0,2048,115,26.9989,20
rand,kripke,1,2,0,2048,115,27.08137,20
spr,kripke,2,1,0,2048,115,27.1681,20
rand,kripke,2,1,0,2048,115,27.19331,20
spr,kripke,3,0,0,2048,115,27.19579,20
rand,kripke,3,0,0,2048,115,26.82458,20
spr,kripke,4,0,1,2048,115,27.11223,20
rand,kripke,4,0,1,2048,115,26.93041,20
spr,kripke,5,0,2,2048,115,26.98044,20
rand,kripke,5,0,2,2048,115,27.22057,20
spr,kripke,1,2,0,2048,64,36.96149,24
rand,kripke,1,2,0,2048,64,37.72468,24
spr,kripke,2,1,0,2048,64,37.11599,24
rand,kripke,2,1,0,2048,64,37.45099,24
spr,kripke,3,0,0,2048,64,37.03525,24
rand,kripke,3,0,0,2048,64,37.66256,24
spr,kripke,4,0,1,2048,64,37.05697,24
rand,kripke,4,0,1,2048,64,37.21484,24
spr,kripke,5,0,2,2048,64,37.21596,24
rand,kripke,5,0,2,2048,64,37.63802,24
spr,kripke,1,2,0,2048,80,30.7449,24
rand,kripke,1,2,0,2048,80,31.39566,24
spr,kripke,2,1,0,2048,80,30.80038,24
rand,kripke,2,1,0,2048,80,30.93378,24
spr,kripke,3,0,0,2048,80,31.25271,24
rand,kripke,3,0,0,2048,80,31.20411,24
spr,kripke,4,0,1,2048,80,31.18228,24
rand,kripke,4,0,1,2048,80,31.15723,24
spr,kripke,5,0,2,2048,80,30.81206,24
rand,kripke,5,0,2,2048,80,31.40038,24
spr,kripke,1,2,0,2048,115,28.59023,24
rand,kripke,1,2,0,2048,115,28.51591,24
spr,kripke,2,1,0,2048,115,28.41424,24
rand,kripke,2,1,0,2048,115,28.37011,24
spr,kripke,3,0,0,2048,115,28.3871,24
rand,kripke,3,0,0,2048,115,28.72226,24
spr,kripke,4,0,1,2048,115,28.30006,24
rand,kripke,4,0,1,2048,115,28.38974,24
spr,kripke,5,0,2,2048,115,28.32056,24
rand,kripke,5,0,2,2048,115,28.44109,24
spr,CoMD,1,2,0,2048,64,39.1439,16
rand,CoMD,1,2,0,2048,64,40.5884,16
spr,CoMD,2,1,0,2048,64,38.491,16
rand,CoMD,2,1,0,2048,64,39.2194,16
spr,CoMD,3,0,0,2048,64,37.5554,16
rand,CoMD,3,0,0,2048,64,40.017,16
spr,CoMD,4,0,1,2048,64,38.5003,16
rand,CoMD,4,0,1,2048,64,37.9789,16
spr,CoMD,5,0,2,2048,64,38.6449,16
rand,CoMD,5,0,2,2048,64,39.0641,16
spr,CoMD,1,2,0,2048,80,37.4814,16
rand,CoMD,1,2,0,2048,80,38.3383,16
spr,CoMD,2,1,0,2048,80,36.7086,16
rand,CoMD,2,1,0,2048,80,36.4955,16
spr,CoMD,3,0,0,2048,80,35.4763,16
rand,CoMD,3,0,0,2048,80,36.2171,16
spr,CoMD,4,0,1,2048,80,35.1037,16
rand,CoMD,4,0,1,2048,80,37.2124,16
spr,CoMD,5,0,2,2048,80,36.238,16
rand,CoMD,5,0,2,2048,80,36.9616,16
spr,CoMD,1,2,0,2048,115,38.9456,16
rand,CoMD,1,2,0,2048,115,38.724,16
spr,CoMD,2,1,0,2048,115,36.3516,16
rand,CoMD,2,1,0,2048,115,37.5024,16
spr,CoMD,3,0,0,2048,115,37.4595,16
rand,CoMD,3,0,0,2048,115,35.2575,16
spr,CoMD,4,0,1,2048,115,35.8689,16
rand,CoMD,4,0,1,2048,115,35.0739,16
spr,CoMD,5,0,2,2048,115,36.0545,16
rand,CoMD,5,0,2,2048,115,34.8114,16
spr,CoMD,1,2,0,2048,64,46.5589,20
rand,CoMD,1,2,0,2048,64,47.375,20
spr,CoMD,2,1,0,2048,64,44.4378,20
rand,CoMD,2,1,0,2048,64,46.9223,20
spr,CoMD,3,0,0,2048,64,43.8443,20
rand,CoMD,3,0,0,2048,64,44.9305,20
spr,CoMD,4,0,1,2048,64,44.6764,20
rand,CoMD,4,0,1,2048,64,43.7321,20
spr,CoMD,5,0,2,2048,64,43.965,20
rand,CoMD,5,0,2,2048,64,44.5437,20
spr,CoMD,1,2,0,2048,80,40.4719,20
rand,CoMD,1,2,0,2048,80,42.6215,20
spr,CoMD,2,1,0,2048,80,40.2416,20
rand,CoMD,2,1,0,2048,80,41.1283,20
spr,CoMD,3,0,0,2048,80,39.2577,20
rand,CoMD,3,0,0,2048,80,40.307,20
spr,CoMD,4,0,1,2048,80,40.3566,20
spr,CoMD,5,0,2,2048,80,40.187,20
rand,CoMD,5,0,2,2048,80,40.6015,20
spr,CoMD,1,2,0,2048,115,42.4383,20
rand,CoMD,1,2,0,2048,115,42.0331,20
spr,CoMD,2,1,0,2048,115,39.5815,20
rand,CoMD,2,1,0,2048,115,41.782,20
spr,CoMD,3,0,0,2048,115,38.7363,20
rand,CoMD,3,0,0,2048,115,40.707,20
spr,CoMD,4,0,1,2048,115,38.8765,20
rand,CoMD,4,0,1,2048,115,38.9586,20
spr,CoMD,5,0,2,2048,115,38.3115,20
rand,CoMD,5,0,2,2048,115,38.9924,20
spr,CoMD,1,2,0,2048,64,51.0753,24
rand,CoMD,1,2,0,2048,64,52.7451,24
spr,CoMD,2,1,0,2048,64,51.1077,24
rand,CoMD,2,1,0,2048,64,52.4962,24
spr,CoMD,3,0,0,2048,64,49.5452,24
rand,CoMD,3,0,0,2048,64,50.8022,24
spr,CoMD,4,0,1,2048,64,49.8279,24
rand,CoMD,4,0,1,2048,64,48.8213,24
spr,CoMD,5,0,2,2048,64,48.5808,24
rand,CoMD,5,0,2,2048,64,49.3487,24
spr,CoMD,1,2,0,2048,80,44.0644,24
rand,CoMD,1,2,0,2048,80,46.6303,24
spr,CoMD,2,1,0,2048,80,43.3464,24
rand,CoMD,2,1,0,2048,80,44.7024,24
spr,CoMD,3,0,0,2048,80,42.2666,24
rand,CoMD,3,0,0,2048,80,43.9204,24
spr,CoMD,4,0,1,2048,80,41.8031,24
rand,CoMD,4,0,1,2048,80,42.9464,24
spr,CoMD,5,0,2,2048,80,41.7527,24
rand,CoMD,5,0,2,2048,80,41.9113,24
spr,CoMD,1,2,0,2048,115,42.8109,24
rand,CoMD,1,2,0,2048,115,43.7456,24
spr,CoMD,2,1,0,2048,115,42.3904,24
rand,CoMD,2,1,0,2048,115,42.9753,24
spr,CoMD,3,0,0,2048,115,40.5533,24
rand,CoMD,3,0,0,2048,115,40.7913,24
spr,CoMD,4,0,1,2048,115,40.39,24
rand,CoMD,4,0,1,2048,115,39.8476,24
spr,CoMD,5,0,2,2048,115,39.5416,24
rand,CoMD,5,0,2,2048,115,39.7374,24
spr,ft,1,2,0,2048,64,26.9,16
rand,ft,1,2,0,2048,64,28.77,16
spr,ft,2,1,0,2048,64,21.7,16
rand,ft,2,1,0,2048,64,22.84,16
spr,ft,3,0,0,2048,64,17.86,16
rand,ft,3,0,0,2048,64,18.19,16
spr,ft,4,0,1,2048,64,17.44,16
rand,ft,4,0,1,2048,64,18.07,16
spr,ft,5,0,2,2048,64,17.39,16
rand,ft,5,0,2,2048,64,17.99,16
spr,ft,1,2,0,2048,80,24.46,16
rand,ft,1,2,0,2048,80,26.61,16
spr,ft,2,1,0,2048,80,20.05,16
rand,ft,2,1,0,2048,80,21.09,16
spr,ft,3,0,0,2048,80,15.89,16
rand,ft,3,0,0,2048,80,16.14,16
spr,ft,4,0,1,2048,80,15.43,16
rand,ft,4,0,1,2048,80,15.66,16
spr,ft,5,0,2,2048,80,15.32,16
rand,ft,5,0,2,2048,80,15.72,16
spr,ft,1,2,0,2048,115,24.24,16
rand,ft,1,2,0,2048,115,27.06,16
spr,ft,2,1,0,2048,115,19.5,16
rand,ft,2,1,0,2048,115,21.5,16
spr,ft,3,0,0,2048,115,15.58,16
rand,ft,3,0,0,2048,115,15.86,16
spr,ft,4,0,1,2048,115,15.07,16
rand,ft,4,0,1,2048,115,15.54,16
spr,ft,5,0,2,2048,115,15.04,16
rand,ft,5,0,2,2048,115,14.95,16
spr,ft,1,2,0,2048,64,34.2,20
rand,ft,1,2,0,2048,64,36.54,20
spr,ft,2,1,0,2048,64,25.8,20
rand,ft,2,1,0,2048,64,27.86,20
spr,ft,3,0,0,2048,64,21.32,20
rand,ft,3,0,0,2048,64,21.4,20
spr,ft,4,0,1,2048,64,21.06,20
rand,ft,4,0,1,2048,64,20.94,20
spr,ft,5,0,2,2048,64,20.8,20
rand,ft,5,0,2,2048,64,21.41,20
spr,ft,1,2,0,2048,80,31.05,20
rand,ft,1,2,0,2048,80,34.27,20
spr,ft,2,1,0,2048,80,23.51,20
rand,ft,2,1,0,2048,80,25.83,20
spr,ft,3,0,0,2048,80,18.64,20
rand,ft,3,0,0,2048,80,19.21,20
spr,ft,4,0,1,2048,80,18.05,20
rand,ft,4,0,1,2048,80,18.52,20
spr,ft,5,0,2,2048,80,18.07,20
rand,ft,5,0,2,2048,80,18.32,20
spr,ft,1,2,0,2048,115,29.59,20
rand,ft,1,2,0,2048,115,32.68,20
spr,ft,2,1,0,2048,115,22.39,20
rand,ft,2,1,0,2048,115,23.56,20
spr,ft,3,0,0,2048,115,17.46,20
rand,ft,3,0,0,2048,115,17.54,20
spr,ft,4,0,1,2048,115,16.89,20
rand,ft,4,0,1,2048,115,16.68,20
spr,ft,5,0,2,2048,115,16.81,20
rand,ft,5,0,2,2048,115,16.87,20
spr,ft,1,2,0,2048,64,32.51,24
rand,ft,1,2,0,2048,64,41.9,24
spr,ft,2,1,0,2048,64,29.39,24
rand,ft,2,1,0,2048,64,32.24,24
spr,ft,3,0,0,2048,64,24.68,24
rand,ft,3,0,0,2048,64,25.43,24
spr,ft,4,0,1,2048,64,23.95,24
rand,ft,4,0,1,2048,64,23.96,24
spr,ft,5,0,2,2048,64,24.02,24
rand,ft,5,0,2,2048,64,23.61,24
spr,ft,1,2,0,2048,80,29.4,24
rand,ft,1,2,0,2048,80,35.57,24
spr,ft,2,1,0,2048,80,25.64,24
rand,ft,2,1,0,2048,80,28.98,24
spr,ft,3,0,0,2048,80,21.49,24
rand,ft,3,0,0,2048,80,21.76,24
spr,ft,4,0,1,2048,80,20.68,24
rand,ft,4,0,1,2048,80,20.86,24
spr,ft,5,0,2,2048,80,20.51,24
rand,ft,5,0,2,2048,80,20.46,24
spr,ft,1,2,0,2048,115,27.01,24
rand,ft,1,2,0,2048,115,34.82,24
spr,ft,2,1,0,2048,115,23.82,24
rand,ft,2,1,0,2048,115,26.88,24
spr,ft,3,0,0,2048,115,18.89,24
rand,ft,3,0,0,2048,115,19.68,24
spr,ft,4,0,1,2048,115,18.32,24
rand,ft,4,0,1,2048,115,19.69,24
spr,ft,5,0,2,2048,115,18.22,24
rand,ft,5,0,2,2048,115,18.26,24
spr,lu,1,2,0,2048,64,23.99,16
rand,lu,1,2,0,2048,64,26.05,16
spr,lu,2,1,0,2048,64,20.31,16
rand,lu,2,1,0,2048,64,20.33,16
spr,lu,3,0,0,2048,64,19.81,16
rand,lu,3,0,0,2048,64,20.13,16
spr,lu,4,0,1,2048,64,20.15,16
rand,lu,4,0,1,2048,64,19.75,16
spr,lu,5,0,2,2048,64,19.86,16
rand,lu,5,0,2,2048,64,20.02,16
spr,lu,1,2,0,2048,80,22.61,16
rand,lu,1,2,0,2048,80,23.77,16
spr,lu,2,1,0,2048,80,18.81,16
rand,lu,2,1,0,2048,80,18.82,16
spr,lu,3,0,0,2048,80,18.28,16
rand,lu,3,0,0,2048,80,18.8,16
spr,lu,4,0,1,2048,80,18.28,16
rand,lu,4,0,1,2048,80,18.17,16
spr,lu,5,0,2,2048,80,18.23,16
rand,lu,5,0,2,2048,80,18.14,16
spr,lu,1,2,0,2048,115,22.57,16
rand,lu,1,2,0,2048,115,23.65,16
spr,lu,2,1,0,2048,115,18.51,16
rand,lu,2,1,0,2048,115,18.94,16
spr,lu,3,0,0,2048,115,18.28,16
rand,lu,3,0,0,2048,115,18.46,16
spr,lu,4,0,1,2048,115,18.16,16
rand,lu,4,0,1,2048,115,18.27,16
spr,lu,5,0,2,2048,115,18.19,16
rand,lu,5,0,2,2048,115,18.13,16
spr,lu,1,2,0,2048,64,28.42,20
rand,lu,1,2,0,2048,64,32.54,20
spr,lu,2,1,0,2048,64,24.65,20
rand,lu,2,1,0,2048,64,24.91,20
spr,lu,3,0,0,2048,64,24.16,20
rand,lu,3,0,0,2048,64,24.34,20
spr,lu,4,0,1,2048,64,24.05,20
rand,lu,4,0,1,2048,64,24.18,20
spr,lu,5,0,2,2048,64,24.1,20
rand,lu,5,0,2,2048,64,24.23,20
spr,lu,1,2,0,2048,80,25.44,20
rand,lu,1,2,0,2048,80,27.57,20
spr,lu,2,1,0,2048,80,21.72,20
rand,lu,2,1,0,2048,80,21.71,20
spr,lu,3,0,0,2048,80,21.18,20
rand,lu,3,0,0,2048,80,21.49,20
spr,lu,4,0,1,2048,80,21.23,20
rand,lu,4,0,1,2048,80,21.26,20
spr,lu,5,0,2,2048,80,21.26,20
rand,lu,5,0,2,2048,80,21.75,20
spr,lu,1,2,0,2048,115,24.15,20
rand,lu,1,2,0,2048,115,30.23,20
spr,lu,2,1,0,2048,115,20.97,20
rand,lu,2,1,0,2048,115,20.97,20
spr,lu,3,0,0,2048,115,20.71,20
rand,lu,3,0,0,2048,115,20.6,20
spr,lu,4,0,1,2048,115,20.57,20
rand,lu,4,0,1,2048,115,20.52,20
spr,lu,5,0,2,2048,115,20.36,20
rand,lu,5,0,2,2048,115,20.55,20
spr,lu,1,2,0,2048,64,30.65,24
rand,lu,1,2,0,2048,64,35.3,24
spr,lu,2,1,0,2048,64,28.88,24
rand,lu,2,1,0,2048,64,29.13,24
spr,lu,3,0,0,2048,64,28.68,24
rand,lu,3,0,0,2048,64,28.48,24
spr,lu,4,0,1,2048,64,28.39,24
rand,lu,4,0,1,2048,64,28.57,24
spr,lu,5,0,2,2048,64,28.23,24
rand,lu,5,0,2,2048,64,28.26,24
spr,lu,1,2,0,2048,80,26.67,24
rand,lu,1,2,0,2048,80,37.02,24
spr,lu,2,1,0,2048,80,24.88,24
rand,lu,2,1,0,2048,80,24.75,24
spr,lu,3,0,0,2048,80,24.4,24
rand,lu,3,0,0,2048,80,24.17,24
spr,lu,4,0,1,2048,80,24.08,24
rand,lu,4,0,1,2048,80,24.37,24
spr,lu,5,0,2,2048,80,24.19,24
rand,lu,5,0,2,2048,80,24.35,24
spr,lu,1,2,0,2048,115,24.8,24
rand,lu,1,2,0,2048,115,33.32,24
spr,lu,2,1,0,2048,115,22.66,24
rand,lu,2,1,0,2048,115,23.36,24
spr,lu,3,0,0,2048,115,22.53,24
rand,lu,3,0,0,2048,115,22.57,24
spr,lu,4,0,1,2048,115,22.35,24
rand,lu,4,0,1,2048,115,22.47,24
spr,lu,5,0,2,2048,115,22.64,24
rand,lu,5,0,2,2048,115,22.65,24
spr,mg,1,2,0,2048,64,33.34,16
rand,mg,1,2,0,2048,64,33.14,16
spr,mg,2,1,0,2048,64,23.18,16
rand,mg,2,1,0,2048,64,24.4,16
spr,mg,3,0,0,2048,64,21.23,16
rand,mg,3,0,0,2048,64,21.36,16
spr,mg,4,0,1,2048,64,20.85,16
rand,mg,4,0,1,2048,64,21.28,16
spr,mg,5,0,2,2048,64,20.86,16
rand,mg,5,0,2,2048,64,21.02,16
spr,mg,1,2,0,2048,80,32.19,16
rand,mg,1,2,0,2048,80,43.76,16
spr,mg,2,1,0,2048,80,22.19,16
rand,mg,2,1,0,2048,80,24.24,16
spr,mg,3,0,0,2048,80,19.99,16
rand,mg,3,0,0,2048,80,20.09,16
rand,mg,4,0,1,2048,80,19.65,16
spr,mg,5,0,2,2048,80,19.66,16
rand,mg,5,0,2,2048,80,19.78,16
spr,mg,1,2,0,2048,115,29.98,16
rand,mg,1,2,0,2048,115,34.61,16
spr,mg,2,1,0,2048,115,21.79,16
rand,mg,2,1,0,2048,115,23.46,16
spr,mg,3,0,0,2048,115,19.83,16
rand,mg,3,0,0,2048,115,20.03,16
spr,mg,4,0,1,2048,115,19.61,16
rand,mg,4,0,1,2048,115,19.57,16
spr,mg,5,0,2,2048,115,19.56,16
rand,mg,5,0,2,2048,115,19.49,16
spr,mg,1,2,0,2048,64,39.17,20
rand,mg,1,2,0,2048,64,46.48,20
spr,mg,2,1,0,2048,64,27.7,20
rand,mg,2,1,0,2048,64,29.73,20
spr,mg,3,0,0,2048,64,26.24,20
rand,mg,3,0,0,2048,64,26.24,20
spr,mg,4,0,1,2048,64,26.19,20
rand,mg,4,0,1,2048,64,26,20
spr,mg,5,0,2,2048,64,26.06,20
rand,mg,5,0,2,2048,64,26.05,20
spr,mg,1,2,0,2048,80,37.91,20
rand,mg,1,2,0,2048,80,39.56,20
spr,mg,2,1,0,2048,80,26.35,20
rand,mg,2,1,0,2048,80,28.4,20
spr,mg,3,0,0,2048,80,24.42,20
rand,mg,3,0,0,2048,80,24.63,20
spr,mg,4,0,1,2048,80,24.26,20
rand,mg,4,0,1,2048,80,23.97,20
spr,mg,5,0,2,2048,80,24.42,20
rand,mg,5,0,2,2048,80,23.83,20
spr,mg,1,2,0,2048,115,37.42,20
rand,mg,1,2,0,2048,115,45.42,20
spr,mg,2,1,0,2048,115,26.54,20
rand,mg,2,1,0,2048,115,28.02,20
rand,mg,3,0,0,2048,115,24,20
spr,mg,4,0,1,2048,115,23.95,20
rand,mg,4,0,1,2048,115,23.66,20
spr,mg,5,0,2,2048,115,24.57,20
rand,mg,5,0,2,2048,115,23.73,20
spr,mg,1,2,0,2048,64,38.71,24
rand,mg,1,2,0,2048,64,50.09,24
spr,mg,2,1,0,2048,64,32.45,24
rand,mg,2,1,0,2048,64,34.62,24
spr,mg,3,0,0,2048,64,30.74,24
rand,mg,3,0,0,2048,64,30.97,24
spr,mg,4,0,1,2048,64,30.87,24
rand,mg,4,0,1,2048,64,30.42,24
spr,mg,5,0,2,2048,64,30.52,24
rand,mg,5,0,2,2048,64,30.68,24
spr,mg,1,2,0,2048,80,36.89,24
rand,mg,1,2,0,2048,80,49.77,24
spr,mg,2,1,0,2048,80,30.47,24
pak,kripke,4,0,1,2048,80,31.08298,24
pak,kripke,5,0,2,2048,80,31.27104,24
pak,kripke,1,2,0,2048,115,28.39861,24
pak,kripke,2,1,0,2048,115,28.60736,24
pak,kripke,3,0,0,2048,115,28.38185,24
pak,kripke,4,0,1,2048,115,28.28088,24
pak,kripke,5,0,2,2048,115,28.27589,24
pak,CoMD,1,2,0,2048,64,41.7099,16
pak,CoMD,2,1,0,2048,64,40.9394,16
pak,CoMD,3,0,0,2048,64,41.1958,16
pak,CoMD,4,0,1,2048,64,40.7279,16
pak,CoMD,5,0,2,2048,64,41.7516,16
pak,CoMD,1,2,0,2048,80,38.9581,16
pak,CoMD,2,1,0,2048,80,37.7471,16
pak,CoMD,3,0,0,2048,80,39.9433,16
pak,CoMD,4,0,1,2048,80,38.4931,16
pak,CoMD,5,0,2,2048,80,38.3937,16
pak,CoMD,1,2,0,2048,115,37.19,16
pak,CoMD,2,1,0,2048,115,38.0957,16
pak,CoMD,3,0,0,2048,115,38.8678,16
pak,CoMD,4,0,1,2048,115,39.8723,16
pak,CoMD,5,0,2,2048,115,38.8318,16
pak,CoMD,1,2,0,2048,64,47.5113,20
pak,CoMD,2,1,0,2048,64,46.438,20
pak,CoMD,3,0,0,2048,64,47.4087,20
pak,CoMD,4,0,1,2048,64,47.0473,20
pak,CoMD,5,0,2,2048,64,46.8363,20
pak,CoMD,1,2,0,2048,80,42.638,20
pak,CoMD,2,1,0,2048,80,41.232,20
pak,CoMD,3,0,0,2048,80,40.5848,20
pak,CoMD,4,0,1,2048,80,39.8476,20
pak,CoMD,5,0,2,2048,80,40.5907,20
pak,CoMD,1,2,0,2048,115,40.7372,20
pak,CoMD,2,1,0,2048,115,41.2628,20
pak,CoMD,3,0,0,2048,115,40.1823,20
pak,CoMD,4,0,1,2048,115,39.5353,20
pak,CoMD,5,0,2,2048,115,39.6914,20
pak,CoMD,1,2,0,2048,64,53.0328,24
pak,CoMD,2,1,0,2048,64,52.0963,24
pak,CoMD,3,0,0,2048,64,51.6919,24
pak,CoMD,4,0,1,2048,64,51.1507,24
pak,CoMD,5,0,2,2048,64,50.3127,24
pak,CoMD,1,2,0,2048,80,44.8226,24
pak,CoMD,2,1,0,2048,80,45.3754,24
pak,CoMD,3,0,0,2048,80,43.2538,24
pak,CoMD,4,0,1,2048,80,43.3305,24
pak,CoMD,5,0,2,2048,80,43.621,24
pak,CoMD,1,2,0,2048,115,42.544,24
pak,CoMD,2,1,0,2048,115,41.1025,24
pak,CoMD,3,0,0,2048,115,40.8737,24
pak,CoMD,4,0,1,2048,115,39.7504,24
pak,CoMD,5,0,2,2048,115,40.8223,24
pak,ft,1,2,0,2048,64,26.68,16
pak,ft,2,1,0,2048,64,22.92,16
pak,ft,3,0,0,2048,64,18.9,16
pak,ft,4,0,1,2048,64,18.35,16
pak,ft,5,0,2,2048,64,18.42,16
pak,ft,1,2,0,2048,80,24.6,16
pak,ft,2,1,0,2048,80,20.72,16
pak,ft,3,0,0,2048,80,16.62,16
pak,ft,4,0,1,2048,80,16.16,16
pak,ft,5,0,2,2048,80,16.06,16
pak,ft,1,2,0,2048,115,24.71,16
pak,ft,2,1,0,2048,115,20.15,16
pak,ft,3,0,0,2048,115,16.07,16
pak,ft,4,0,1,2048,115,15.47,16
pak,ft,5,0,2,2048,115,15.54,16
pak,ft,1,2,0,2048,64,27.76,20
pak,ft,2,1,0,2048,64,26.61,20
pak,ft,3,0,0,2048,64,22,20
pak,ft,4,0,1,2048,64,21.3,20
pak,ft,5,0,2,2048,64,21.11,20
pak,ft,1,2,0,2048,80,25.87,20
pak,ft,2,1,0,2048,80,23.81,20
pak,ft,3,0,0,2048,80,18.95,20
pak,ft,4,0,1,2048,80,18.49,20
pak,ft,5,0,2,2048,80,18.41,20
pak,ft,1,2,0,2048,115,24.75,20
pak,ft,2,1,0,2048,115,22.5,20
pak,ft,3,0,0,2048,115,17.93,20
pak,ft,4,0,1,2048,115,17.25,20
pak,ft,5,0,2,2048,115,17.06,20
pak,ft,1,2,0,2048,64,30.51,24
pak,ft,2,1,0,2048,64,30.71,24
pak,ft,3,0,0,2048,64,24.9,24
pak,ft,4,0,1,2048,64,23.91,24
pak,ft,5,0,2,2048,64,23.84,24
pak,ft,1,2,0,2048,80,28.6,24
pak,ft,2,1,0,2048,80,26.38,24
pak,ft,3,0,0,2048,80,21.41,24
pak,ft,4,0,1,2048,80,20.6,24
pak,ft,5,0,2,2048,80,20.43,24
pak,ft,1,2,0,2048,115,25.59,24
pak,ft,2,1,0,2048,115,24.23,24
pak,ft,3,0,0,2048,115,19.07,24
pak,ft,4,0,1,2048,115,18.07,24
pak,ft,5,0,2,2048,115,17.88,24
pak,lu,1,2,0,2048,64,26.16,16
pak,lu,2,1,0,2048,64,20.54,16
pak,lu,3,0,0,2048,64,20.6,16
pak,lu,4,0,1,2048,64,20.52,16
pak,lu,5,0,2,2048,64,20.34,16
pak,lu,1,2,0,2048,80,24.46,16
pak,lu,2,1,0,2048,80,18.97,16
pak,lu,3,0,0,2048,80,18.63,16
pak,lu,4,0,1,2048,80,18.49,16
pak,lu,5,0,2,2048,80,18.74,16
pak,lu,1,2,0,2048,115,24.35,16
pak,lu,2,1,0,2048,115,18.96,16
pak,lu,3,0,0,2048,115,18.71,16
pak,lu,4,0,1,2048,115,18.67,16
pak,lu,5,0,2,2048,115,18.75,16
pak,lu,1,2,0,2048,64,26.57,20
